id,ingredientlist
0072655232174,"cooked enriched pasta (water, semolina flour, egg white, ferrous sulfate [iron], niacin, thiamine mononitrate, riboflavin, folic acid), chicken (chicken tenderloin, water, olive oil, contains 2% or less of: isolated soy protein product [isolated soy protein, modified food starch, corn starch, carrageenan, soy lecithin], dextrose, salt, sundried tomatoes, potassium and sodium phosphates, potassium chloride, flavoring, onion, garlic, caramel color), tomatoes, water, raisin juice concentrate, contains 2% or less of: olive oil, balsamic vinegar, garlic, sugar, basil, modified corn starch, soybean oil, salt with garlic oil, caramel color, potassium chloride, locust bean gum, datem, dried cane syrup, mono - and diglycerides._x000d_contains: eggs, soy, wheat."
0050100453152,"chicken broth, cooked corn noodles (water, enriched wheat flour [wheat flour, malted barley flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid], eggs, corn meal, yellow corn meal flour), prepared black beans (black beans, water), tomatoes with juice, cooked chicken (white meat chicken, water, modified rice starch, isolated soy protein, salt, sodium phosphates), tomato paste, corn, green bell pepper, green chilies, less than 2% of: modified corn starch, masa flour, salt, turkey broth, flavor, spices, potassium chloride, rendered chicken fat, autolyzed yeast extract, cooked chicken, disodium inosinate and guanylate, citric acid, dried jalapeno peppers, paprika, calcium chloride, chicken flavor, mushroom powder, turkey fat, turkey meat, dried onions, sugar. Contains: wheat, egg, soy."
0073410135471,"whole wheat flour, water, unbleached enriched wheat flour [flour, malted barley flour, reduced iron, niacin, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], cellulose fiber, whole grains (wheat, rye, corn, oats, millet, triticale, brown rice, barley), yeast, sugar, wheat gluten, polydextrose, salt, soybean and/or canola oil, preservatives (calcium propionate, sorbic acid), grain vinegar, monoglycerides, flaxseed, citric acid, cellulose gum, xanthan gum, reb a (stevia leaf sweetener), soy lecithin."
0073410134139,"whole wheat flour, water, unbleached enriched wheat flour [flour, malted barley flour, reduced iron, niacin, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], cellulose fiber, wheat gluten, yeast, whole grains (wheat, rye, corn, oats, millet, triticale, brown rice, barley), sugar, soybean and/or canola oil, polydextrose, salt, preservatives (calcium propionate, sorbic acid), monoglycerides, flaxseed, citric acid, cellulose gum, xanthan gum, reb a (stevia leaf sweetener), soy lecithin."
0073711122019,"enriched wheat flour (wheat flour, barley malt, niacin, iron, thiamin mononitrate, riboflavin, folic acid), water wheat bran, degermed yellow corn meal, brown sugar, wheat gluten, rolled oats, brown rice, contains 2% or less of the following: yeast, soybean oil, honey, salt, sesame seeds, black sesame seed, vinegar, dough conditioners (monoglycerides, datem, ascorbic acid, calcium peroxide, azodicarbonamide, enzymes), molasses, yeast nutrients (monocalcium phosphate, calcium sulfate, ammonium sulfate), soy lecithin, potassium sorbate (preservative)."
0071315008913,"whole grain wheat flour, water, enriched flour [unbleached wheat flour, malted barley flour, reduced iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), niacin (vitamin b3), folic acid], cane sugar, wheat gluten, wheat bran, yeast, non-gmo soybean oil, whole grain oatmeal, rye flour, salt, cultured wheat flour, molasses, barley flakes, raisin juice, barley malt, wheat starch, non-gmo vinegar, calcium sulfate, citric acid, ascorbic acid; topped with oat bran."
0079893504940,"durum wheat semolina [enriched with iron (ferrous sulfate) and b vitamins (niacin, thiamin mononitrate, riboflavin, folic acid)], nutrients from whole food concentrates (spinach, broccoli, carrot, tomato, beet, shiitake mushrooms), color (paprika oleoresin, fruit juice concentrate [watermelon, huito], turmeric oleoresin), maltodextrin, gum arabic, ascorbic acid."
0070702122034,"enriched wheat flour (wheat flour, barley malt, niacin, iron, thiamin mononitrate, riboflavin, folic acid), water, cornmeal, wheat bran, brown sugar, honey, oat flakes, yeast, black sesame seeds, white sesame seeds, wheat gluten, salt, poppy seeds, vinegar, soybean oil, monoglycerides, soy lecithin."
0024126014475,"water, enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), cottonseed fiber, yeast, vital wheat gluten, oat fiber, contains 2% or less of the following: wheat flour, potato flour, calcium propionate and potassium sorbate (preservatives), high fructose corn syrup, salt, white corn meal, white corn flour, vinegar, sodium stearoyl lactylate, calcium carbonate, xanthan gum, calcium sulfate, polysorbate 60, soybean oil, ascorbic acid (dough conditioner), l-cysteine, azodicarbonamide, mono and diglycerides, enzymes."
0161321034553,"enriched semolina, [semolina, iron (ferrous sulfate), and b vitamins (niacin, thiamin mononitrate, riboflavin, folic acid)], inulin (vegetable fiber), wheat gluten (plant protein), xanthan gum (food fiber), pectin (fruit fiber), potassium chloride"
0048685000090,"organic oat flour, organic barley flour, organic cold pressed safflower and/or sunflower oil, organic evaporated cane juice, organic cane syrup, organic arrowroot flour, organic unsulphured molasses, organic maple syrup, natural flavor, tocopherols (vitamin e), baking soda, calcium carbonate, vitamin a palmitate, niacin (b3), electrolytic iron, zinc oxide, riboflavin (b2)."
